Zone/Quadrant,Neighbourhood,Airport access,Healthcare access,Closest major area,University access,Downtown access,Car dependency level,Newcomers support access,Crime rate category,Primary demographic,Affordability,Walkability,Transit access,Safety perception,Nightlife/social,Family friendly,Parks/green space,Diversity level,Religious/cultural access,Church access,Mosque access,Temple/Gurdwara access,Cultural grocery access,Elementary schools count,Middle/Jr high schools count,High schools count,Community vibe,Best for,Avg 1BR Rent,Average Mortgage Payment,Avg Home Price,Affordability Score,Winter Walkability,Transit Type,Noise Level,Parking Availability,Grocery Store Access,Coffee Shop Density,Fitness & Wellness,Student Friendly,Community Center,Suburban or City-Like,Key Tradeoffs,MVP Score,Recommendation Tier,Affordability Band,Main Risk Category,Primary Matching Drivers,Data Confidence,Urban Form,Needs Validation,Density,Lifestyle identity
SW,Signal Hill,0.2,0.8,Westhills / Aspen Landing,0.5,0.8,0.2,0.5,0.8,Affluent families/professionals,0.2,0.5,0.8,0.2,0.8,0.5,0.8,0.5,0.5,0.5,0.2,0.2,0.5,2,0,1,"Upscale, quiet, residential",Families/professionals,"$2,190","$3,930","$820,000",1,0.5,CTrain & Bus,0.8,0.8,0.5,0.8,0.8,0.8,Yes,Suburban,Less affordable; higher noise,78,Tier 2 - Good fit,Premium / higher-cost,Affordability pressure,"transit, green space, student access, downtown access",Starter estimate - verify with official sources,Established suburban,Yes,Medium,"Upscale, quiet, residential / Suburban"
SW,Silverado,0.2,0.5,Mount Royal / West Calgary,0.5,0.8,0.2,0.5,0.8,Families,0.5,0.5,0.8,0.2,0.8,0.5,0.8,0.5,0.5,0.5,0.2,0.2,0.5,1,1,0,"Suburban, family-focused",Families,"$1,950","$3,400","$710,000",3,0.5,CTrain & Bus,0.8,0.8,0.5,0.8,0.8,0.8,Yes,Suburban,Higher noise,81,Tier 2 - Good fit,Mid-market,Crime perception,"transit, green space, student access, downtown access",Starter estimate - verify with official sources,Established suburban,Yes,Medium,"Suburban, family-focused / Suburban"
SW,Somerset,0.2,0.5,Mount Royal / West Calgary,0.5,0.8,0.2,0.5,0.8,Families,0.5,0.5,0.8,0.2,0.8,0.5,0.8,0.5,0.5,0.5,0.2,0.2,0.5,3,1,0,"Suburban, family-focused",Families,"$1,950","$3,400","$710,000",3,0.5,CTrain & Bus,0.8,0.8,0.5,0.8,0.8,0.8,Yes,Suburban,Higher noise,81,Tier 2 - Good fit,Mid-market,Crime perception,"transit, green space, student access, downtown access",Starter estimate - verify with official sources,Established suburban,Yes,Medium,"Suburban, family-focused / Suburban"
SW,South Calgary,0.2,0.5,Marda Loop / 17 Ave / Mission,0.2,0.5,0.5,0.5,0.5,Mixed households,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.2,0.2,0.5,1,1,0,Established mixed community,Mixed residents,"$1,950","$3,400","$710,000",3,0.5,Bus-focused,0.2,0.8,0.5,0.5,0.5,0.2,Yes,Suburban,Balanced but verify fit,78,Tier 2 - Good fit,Mid-market,Limited major risk in starter model,balanced lifestyle fit,Starter estimate - verify with official sources,Established suburban,Yes,Medium,Established mixed community / Suburban
SW,Southwood,0.2,0.5,Mount Royal / West Calgary,0.2,0.5,0.5,0.5,0.5,Mixed households,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.2,0.2,0.5,2,1,1,Established mixed community,Mixed residents,"$1,950","$3,400","$710,000",3,0.5,CTrain & Bus,0.2,0.8,0.5,0.5,0.5,0.2,Yes,Suburban,Balanced but verify fit,78,Tier 2 - Good fit,Mid-market,Limited major risk in starter model,balanced lifestyle fit,Starter estimate - verify with official sources,Established suburban,Yes,Medium,Established mixed community / Suburban
SW,Springbank Hill,0.2,0.5,Westhills / Aspen Landing,0.5,0.8,0.2,0.5,0.8,Affluent families/professionals,0.2,0.5,0.8,0.2,0.8,0.5,0.8,0.5,0.5,0.5,0.2,0.2,0.5,2,1,1,"Upscale, quiet, residential",Families/professionals,"$2,190","$3,930","$820,000",1,0.5,CTrain & Bus,0.8,0.8,0.5,0.8,0.8,0.8,Yes,Suburban,Less affordable; higher noise,78,Tier 2 - Good fit,Premium / higher-cost,Affordability pressure,"transit, green space, student access, downtown access",Starter estimate - verify with official sources,Established suburban,Yes,Medium,"Upscale, quiet, residential / Suburban"
SW,Spruce Cliff,0.2,0.5,Mount Royal / West Calgary,0.2,0.5,0.5,0.5,0.5,Mixed households,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.2,0.2,0.5,0,1,0,Established mixed community,Mixed residents,"$1,950","$3,400","$710,000",3,0.5,Bus-focused,0.2,0.8,0.5,0.5,0.5,0.2,Yes,Suburban,Balanced but verify fit,78,Tier 2 - Good fit,Mid-market,Limited major risk in starter model,balanced lifestyle fit,Starter estimate - verify with official sources,Established suburban,Yes,Medium,Established mixed community / Suburban
SW,Strathcona Park,0.2,0.5,Westhills / Aspen Landing,0.2,0.5,0.5,0.5,0.5,Mixed households,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.2,0.2,0.5,2,1,1,Established mixed community,Mixed residents,"$1,950","$3,400","$710,000",3,0.5,Bus-focused,0.2,0.8,0.5,0.5,0.5,0.2,Yes,Suburban,Balanced but verify fit,78,Tier 2 - Good fit,Mid-market,Limited major risk in starter model,balanced lifestyle fit,Starter estimate - verify with official sources,Established suburban,Yes,Medium,Established mixed community / Suburban
SW,Sunalta,0.2,0.5,Mount Royal / West Calgary,0.2,0.5,0.5,0.5,0.5,Mixed households,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.2,0.2,0.5,0,1,0,Established mixed community,Mixed residents,"$1,950","$3,400","$710,000",3,0.5,CTrain & Bus,0.2,0.8,0.5,0.5,0.5,0.2,Yes,Suburban,Balanced but verify fit,78,Tier 2 - Good fit,Mid-market,Limited major risk in starter model,balanced lifestyle fit,Starter estimate - verify with official sources,Established suburban,Yes,Medium,Established mixed community / Suburban
SW,Upper Mount Royal,0.2,0.5,Mount Royal / West Calgary,0.5,0.8,0.2,0.5,0.8,Affluent families/professionals,0.2,0.5,0.8,0.2,0.8,0.5,0.8,0.5,0.5,0.5,0.2,0.2,0.5,3,2,0,"Upscale, quiet, residential",Families/professionals,"$2,190","$3,930","$820,000",1,0.5,CTrain & Bus,0.8,0.8,0.5,0.8,0.8,0.8,Yes,Suburban,Less affordable; higher noise,78,Tier 2 - Good fit,Premium / higher-cost,Affordability pressure,"transit, green space, student access, downtown access",Starter estimate - verify with official sources,Established suburban,Yes,Medium,"Upscale, quiet, residential / Suburban"
SW,West Springs,0.2,0.5,Westhills / Aspen Landing,0.5,0.8,0.2,0.5,0.8,Affluent families/professionals,0.2,0.5,0.8,0.2,0.8,0.5,0.8,0.5,0.5,0.5,0.2,0.2,0.5,1,1,1,"Upscale, quiet, residential",Families/professionals,"$2,190","$3,930","$820,000",1,0.5,CTrain & Bus,0.8,0.8,0.5,0.8,0.8,0.8,Yes,Suburban,Less affordable; higher noise,78,Tier 2 - Good fit,Premium / higher-cost,Affordability pressure,"transit, green space, student access, downtown access",Starter estimate - verify with official sources,Established suburban,Yes,Medium,"Upscale, quiet, residential / Suburban"
SW,Westgate,0.2,0.5,Mount Royal / West Calgary,0.2,0.5,0.5,0.5,0.5,Mixed households,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.2,0.2,0.5,0,0,0,Established mixed community,Mixed residents,"$1,950","$3,400","$710,000",3,0.5,Bus-focused,0.2,0.8,0.5,0.5,0.5,0.2,Yes,Suburban,Balanced but verify fit,78,Tier 2 - Good fit,Mid-market,Limited major risk in starter model,balanced lifestyle fit,Starter estimate - verify with official sources,Established suburban,Yes,Medium,Established mixed community / Suburban
SW,Wildwood,0.2,0.5,Mount Royal / West Calgary,0.2,0.5,0.5,0.5,0.5,Mixed households,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.2,0.2,0.5,1,1,1,Established mixed community,Mixed residents,"$1,950","$3,400","$710,000",3,0.5,Bus-focused,0.2,0.8,0.5,0.5,0.5,0.2,Yes,Suburban,Balanced but verify fit,78,Tier 2 - Good fit,Mid-market,Limited major risk in starter model,balanced lifestyle fit,Starter estimate - verify with official sources,Established suburban,Yes,Medium,Established mixed community / Suburban
SW,Windsor Park,0.2,0.5,Mount Royal / West Calgary,0.2,0.5,0.5,0.5,0.5,Mixed households,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.2,0.2,0.5,2,0,1,Established mixed community,Mixed residents,"$1,950","$3,400","$710,000",3,0.5,Bus-focused,0.2,0.8,0.5,0.5,0.5,0.2,Yes,Suburban,Balanced but verify fit,78,Tier 2 - Good fit,Mid-market,Limited major risk in starter model,balanced lifestyle fit,Starter estimate - verify with official sources,Established suburban,Yes,Medium,Established mixed community / Suburban
SW,Woodbine,0.2,0.5,Mount Royal / West Calgary,0.5,0.8,0.2,0.5,0.8,Families,0.5,0.5,0.8,0.2,0.8,0.5,0.8,0.5,0.5,0.5,0.2,0.2,0.5,2,1,0,"Suburban, family-focused",Families,"$1,950","$3,400","$710,000",3,0.5,CTrain & Bus,0.8,0.8,0.5,0.8,0.8,0.8,Yes,Suburban,Higher noise,81,Tier 2 - Good fit,Mid-market,Crime perception,"transit, green space, student access, downtown access",Starter estimate - verify with official sources,Established suburban,Yes,Medium,"Suburban, family-focused / Suburban"
SW,Woodlands,0.2,0.5,Mount Royal / West Calgary,0.5,0.8,0.2,0.5,0.8,Families,0.5,0.5,0.8,0.2,0.8,0.5,0.8,0.5,0.5,0.5,0.2,0.2,0.5,3,0,0,"Suburban, family-focused",Families,"$1,950","$3,400","$710,000",3,0.5,CTrain & Bus,0.8,0.8,0.5,0.8,0.8,0.8,Yes,Suburban,Higher noise,81,Tier 2 - Good fit,Mid-market,Crime perception,"transit, green space, student access, downtown access",Starter estimate - verify with official sources,Established suburban,Yes,Medium,"Suburban, family-focused / Suburban"
